trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
464,False,"{'a': 0.55, 'e': 0.9072000000000102}",20,7,-12.543669838896509,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
465,False,"{'a': 0.55, 'e': 0.9070000000000102}",20,0,-150.30871375634732,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
466,False,"{'a': 0.55, 'e': 0.9068000000000103}",20,0,-32.04269975278735,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
467,False,"{'a': 0.55, 'e': 0.9066000000000103}",25,0,-122.18047990199976,"{0: 12, 1: 4, 2: 8, 3: 0, 4: 1}",0
468,False,"{'a': 0.55, 'e': 0.9064000000000103}",25,0,-123.8413615431931,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
469,False,"{'a': 0.55, 'e': 0.9062000000000103}",25,0,-102.74314973959915,"{0: 14, 1: 1, 2: 9, 3: 1, 4: 0}",0
470,False,"{'a': 0.55, 'e': 0.9060000000000104}",20,9,-13.712611172127422,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
471,False,"{'a': 0.55, 'e': 0.9058000000000104}",35,0,-33.74267874583499,"{0: 30, 1: 0, 2: 3, 3: 2, 4: 0}",0
472,False,"{'a': 0.55, 'e': 0.9056000000000104}",20,0,-167.12085201486857,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
473,False,"{'a': 0.55, 'e': 0.9054000000000104}",20,12,7.344069136698335,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.55, 'e': 0.9052000000000104}",20,0,-101.97490494306909,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
475,False,"{'a': 0.55, 'e': 0.9050000000000105}",25,0,-52.475400056846084,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
476,False,"{'a': 0.55, 'e': 0.9048000000000105}",25,0,-65.48144724687825,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
477,False,"{'a': 0.55, 'e': 0.9046000000000105}",30,0,-164.82014014979546,"{0: 17, 1: 4, 2: 5, 3: 2, 4: 2}",0
478,False,"{'a': 0.55, 'e': 0.9044000000000105}",20,9,-83.84061366697806,"{0: 6, 1: 0, 2: 3, 3: 1, 4: 1}",1
479,False,"{'a': 0.55, 'e': 0.9042000000000106}",30,0,-88.22403003600826,"{0: 22, 1: 3, 2: 2, 3: 2, 4: 1}",0
480,False,"{'a': 0.55, 'e': 0.9040000000000106}",25,0,-131.51452394891717,"{0: 13, 1: 4, 2: 6, 3: 1, 4: 1}",0
481,False,"{'a': 0.55, 'e': 0.9038000000000106}",20,0,-127.46616576141415,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
482,False,"{'a': 0.55, 'e': 0.9036000000000106}",35,4,-114.29522918293902,"{0: 19, 1: 3, 2: 7, 3: 1, 4: 1}",1
483,False,"{'a': 0.55, 'e': 0.9034000000000106}",30,0,-68.06596875343513,"{0: 20, 1: 1, 2: 9, 3: 0, 4: 0}",0
484,False,"{'a': 0.55, 'e': 0.9032000000000107}",20,0,-112.02863613951361,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
485,False,"{'a': 0.55, 'e': 0.9030000000000107}",20,0,-134.48855068467094,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
486,False,"{'a': 0.55, 'e': 0.9028000000000107}",20,7,-61.87520044776527,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 2}",1
487,False,"{'a': 0.55, 'e': 0.9026000000000107}",20,0,-114.32067083341403,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
488,False,"{'a': 0.55, 'e': 0.9024000000000107}",25,0,-82.9632716931568,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
489,False,"{'a': 0.55, 'e': 0.9022000000000108}",20,0,-58.5631430481056,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
490,False,"{'a': 0.55, 'e': 0.9020000000000108}",20,0,-24.753498675746243,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
491,False,"{'a': 0.55, 'e': 0.9018000000000108}",25,0,-101.65253202664937,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 2}",0
492,False,"{'a': 0.55, 'e': 0.9016000000000108}",20,9,-35.773508588870335,"{0: 6, 1: 1, 2: 4, 3: 0, 4: 0}",1
493,False,"{'a': 0.55, 'e': 0.9014000000000109}",20,0,-15.132073002091651,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
494,False,"{'a': 0.55, 'e': 0.9012000000000109}",30,0,-109.09869709076378,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
495,False,"{'a': 0.55, 'e': 0.9010000000000109}",20,6,-85.19635903357344,"{0: 7, 1: 0, 2: 6, 3: 0, 4: 1}",1
496,False,"{'a': 0.55, 'e': 0.9008000000000109}",20,8,-45.39881207581038,"{0: 7, 1: 0, 2: 4, 3: 1, 4: 0}",1
497,False,"{'a': 0.55, 'e': 0.900600000000011}",30,0,-183.57118291324383,"{0: 13, 1: 3, 2: 12, 3: 1, 4: 1}",0
498,False,"{'a': 0.55, 'e': 0.900400000000011}",20,5,-50.42304628147133,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 1}",1
499,False,"{'a': 0.55, 'e': 0.900200000000011}",20,13,-28.98016617599588,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
500,False,"{'a': 0.55, 'e': 0.900000000000011}",25,0,-151.5975553635563,"{0: 13, 1: 2, 2: 8, 3: 0, 4: 2}",0
501,False,"{'a': 0.55, 'e': 0.899800000000011}",30,0,-112.0271864010107,"{0: 20, 1: 5, 2: 3, 3: 0, 4: 2}",0
502,False,"{'a': 0.55, 'e': 0.8996000000000111}",20,0,-74.81090789423149,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
503,False,"{'a': 0.55, 'e': 0.8994000000000111}",20,0,-111.46592410936005,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
504,False,"{'a': 0.55, 'e': 0.8992000000000111}",30,0,-97.4702605224702,"{0: 19, 1: 6, 2: 3, 3: 1, 4: 1}",0
505,False,"{'a': 0.55, 'e': 0.8990000000000111}",25,0,-31.158623582436707,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",1
506,False,"{'a': 0.55, 'e': 0.8988000000000111}",30,0,-247.72906306066292,"{0: 14, 1: 0, 2: 12, 3: 1, 4: 3}",0
507,False,"{'a': 0.55, 'e': 0.8986000000000112}",20,0,-66.85265690924574,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
508,False,"{'a': 0.55, 'e': 0.8984000000000112}",25,0,-69.50214190370585,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
509,False,"{'a': 0.55, 'e': 0.8982000000000112}",20,0,-115.04095589567304,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",1
510,False,"{'a': 0.55, 'e': 0.8980000000000112}",20,0,-15.31788211817901,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
511,False,"{'a': 0.55, 'e': 0.8978000000000113}",20,0,-50.4145188854752,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
512,False,"{'a': 0.55, 'e': 0.8976000000000113}",30,0,-180.03845936535856,"{0: 14, 1: 2, 2: 11, 3: 2, 4: 1}",0
513,False,"{'a': 0.55, 'e': 0.8974000000000113}",30,0,-142.58038942419975,"{0: 19, 1: 1, 2: 6, 3: 3, 4: 1}",0
514,False,"{'a': 0.55, 'e': 0.8972000000000113}",25,3,-83.49872504590618,"{0: 15, 1: 1, 2: 4, 3: 1, 4: 1}",1
515,False,"{'a': 0.55, 'e': 0.8970000000000113}",30,9,-19.306182337312908,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 0}",1
516,False,"{'a': 0.55, 'e': 0.8968000000000114}",20,0,-92.50378658833958,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
517,False,"{'a': 0.55, 'e': 0.8966000000000114}",25,4,-46.93723714562392,"{0: 14, 1: 1, 2: 6, 3: 0, 4: 0}",1
518,False,"{'a': 0.55, 'e': 0.8964000000000114}",25,6,-105.44317209163574,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 2}",1
519,False,"{'a': 0.55, 'e': 0.8962000000000114}",20,0,-35.51274049211831,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
520,False,"{'a': 0.55, 'e': 0.8960000000000115}",20,0,-113.9726679998163,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
521,False,"{'a': 0.55, 'e': 0.8958000000000115}",20,0,-124.17646031137028,"{0: 9, 1: 2, 2: 6, 3: 3, 4: 0}",0
522,False,"{'a': 0.55, 'e': 0.8956000000000115}",20,0,-9.889976432945158,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
523,False,"{'a': 0.55, 'e': 0.8954000000000115}",25,0,-90.24639583688531,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
524,False,"{'a': 0.55, 'e': 0.8952000000000115}",20,10,-20.221735606621085,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
525,False,"{'a': 0.55, 'e': 0.8950000000000116}",20,11,-25.467211674178518,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 0}",1
526,False,"{'a': 0.55, 'e': 0.8948000000000116}",20,0,-58.85380021033437,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
527,False,"{'a': 0.55, 'e': 0.8946000000000116}",25,0,-59.97799031744125,"{0: 18, 1: 0, 2: 6, 3: 1, 4: 0}",0
528,False,"{'a': 0.55, 'e': 0.8944000000000116}",25,0,-116.435569594027,"{0: 14, 1: 3, 2: 4, 3: 4, 4: 0}",0
529,False,"{'a': 0.55, 'e': 0.8942000000000117}",25,0,-212.69739231354623,"{0: 12, 1: 4, 2: 4, 3: 2, 4: 3}",1
530,False,"{'a': 0.55, 'e': 0.8940000000000117}",20,0,-114.65170088789863,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
531,False,"{'a': 0.55, 'e': 0.8938000000000117}",20,10,-39.18256213041622,"{0: 6, 1: 0, 2: 3, 3: 1, 4: 0}",1
532,False,"{'a': 0.55, 'e': 0.8936000000000117}",20,0,-4.698765621322963,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
533,False,"{'a': 0.55, 'e': 0.8934000000000117}",20,0,-87.29748515924788,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
534,False,"{'a': 0.55, 'e': 0.8932000000000118}",35,20,-33.720478123844266,"{0: 12, 1: 0, 2: 1, 3: 2, 4: 0}",1
535,False,"{'a': 0.55, 'e': 0.8930000000000118}",25,0,-81.35336515854145,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",1
536,False,"{'a': 0.55, 'e': 0.8928000000000118}",20,0,-89.1659970493257,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
537,False,"{'a': 0.55, 'e': 0.8926000000000118}",20,0,-90.92213128532588,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
538,False,"{'a': 0.55, 'e': 0.8924000000000119}",25,0,-113.21219237874627,"{0: 19, 1: 0, 2: 2, 3: 2, 4: 2}",0
539,False,"{'a': 0.55, 'e': 0.8922000000000119}",25,0,-100.1943983087192,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
540,False,"{'a': 0.55, 'e': 0.8920000000000119}",30,8,-191.57114171739113,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 4}",1
541,False,"{'a': 0.55, 'e': 0.8918000000000119}",25,0,-65.67816515407628,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
542,False,"{'a': 0.55, 'e': 0.8916000000000119}",20,1,-59.34468500369732,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 1}",1
543,False,"{'a': 0.55, 'e': 0.891400000000012}",25,0,-91.25167250000911,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
544,False,"{'a': 0.55, 'e': 0.891200000000012}",20,0,-103.82667506847876,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
545,False,"{'a': 0.55, 'e': 0.891000000000012}",20,0,-47.40452129777146,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
546,False,"{'a': 0.55, 'e': 0.890800000000012}",20,0,-69.99504584910711,"{0: 10, 1: 5, 2: 4, 3: 1, 4: 0}",0
547,False,"{'a': 0.55, 'e': 0.890600000000012}",30,0,-143.34150728295415,"{0: 18, 1: 4, 2: 6, 3: 0, 4: 2}",0
548,False,"{'a': 0.55, 'e': 0.8904000000000121}",20,0,-42.78619367989855,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
549,False,"{'a': 0.55, 'e': 0.8902000000000121}",20,4,-22.43201018415812,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 0}",1
550,False,"{'a': 0.55, 'e': 0.8900000000000121}",30,0,-207.4478839362341,"{0: 20, 1: 1, 2: 3, 3: 2, 4: 4}",0
551,False,"{'a': 0.55, 'e': 0.8898000000000121}",30,12,-40.79301693538857,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 1}",1
552,False,"{'a': 0.55, 'e': 0.8896000000000122}",25,0,-101.46390032251378,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
553,False,"{'a': 0.55, 'e': 0.8894000000000122}",35,0,-188.02173708615854,"{0: 22, 1: 3, 2: 7, 3: 0, 4: 3}",0
554,False,"{'a': 0.55, 'e': 0.8892000000000122}",20,4,-114.5392666624503,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 2}",1
555,False,"{'a': 0.55, 'e': 0.8890000000000122}",20,0,-11.537106309989861,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
556,False,"{'a': 0.55, 'e': 0.8888000000000122}",20,0,-66.27877216331721,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
557,False,"{'a': 0.55, 'e': 0.8886000000000123}",30,9,-51.38579978148097,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 1}",1
558,False,"{'a': 0.55, 'e': 0.8884000000000123}",25,0,-130.59937047461614,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
559,False,"{'a': 0.55, 'e': 0.8882000000000123}",25,0,-139.84571529494934,"{0: 14, 1: 2, 2: 5, 3: 3, 4: 1}",0
560,False,"{'a': 0.55, 'e': 0.8880000000000123}",25,0,-145.6246550469007,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
561,False,"{'a': 0.55, 'e': 0.8878000000000124}",25,0,-94.76559245934962,"{0: 14, 1: 3, 2: 6, 3: 2, 4: 0}",0
562,False,"{'a': 0.55, 'e': 0.8876000000000124}",20,0,-173.4464114476549,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
563,False,"{'a': 0.55, 'e': 0.8874000000000124}",25,0,-75.08518717650453,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
564,False,"{'a': 0.55, 'e': 0.8872000000000124}",25,0,-134.0572623088276,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
565,False,"{'a': 0.55, 'e': 0.8870000000000124}",25,0,-104.30455696197343,"{0: 12, 1: 5, 2: 7, 3: 1, 4: 0}",0
566,False,"{'a': 0.55, 'e': 0.8868000000000125}",20,0,-53.55042953797261,"{0: 12, 1: 5, 2: 2, 3: 1, 4: 0}",0
567,False,"{'a': 0.55, 'e': 0.8866000000000125}",30,0,-156.53061065064028,"{0: 20, 1: 3, 2: 4, 3: 0, 4: 3}",0
568,False,"{'a': 0.55, 'e': 0.8864000000000125}",20,0,-70.95759110715284,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
569,False,"{'a': 0.55, 'e': 0.8862000000000125}",20,0,-51.107001079981444,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
570,False,"{'a': 0.55, 'e': 0.8860000000000126}",30,0,-86.68662143904683,"{0: 20, 1: 3, 2: 6, 3: 0, 4: 1}",0
571,False,"{'a': 0.55, 'e': 0.8858000000000126}",25,0,-90.64663661861043,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 0}",1
572,False,"{'a': 0.55, 'e': 0.8856000000000126}",20,0,-15.926582657034757,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
573,False,"{'a': 0.55, 'e': 0.8854000000000126}",25,0,-73.79044106008463,"{0: 19, 1: 4, 2: 0, 3: 0, 4: 2}",0
574,False,"{'a': 0.55, 'e': 0.8852000000000126}",30,0,-198.0640709509101,"{0: 18, 1: 3, 2: 3, 3: 3, 4: 3}",0
575,False,"{'a': 0.55, 'e': 0.8850000000000127}",30,10,-12.964613467600488,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
576,False,"{'a': 0.55, 'e': 0.8848000000000127}",25,0,-40.712419197987536,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
577,False,"{'a': 0.55, 'e': 0.8846000000000127}",20,0,-43.699353438126806,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",1
578,False,"{'a': 0.55, 'e': 0.8844000000000127}",20,0,-66.09280876891498,"{0: 14, 1: 1, 2: 2, 3: 3, 4: 0}",0
579,False,"{'a': 0.55, 'e': 0.8842000000000128}",20,0,-134.82759943022785,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
580,False,"{'a': 0.55, 'e': 0.8840000000000128}",25,17,-10.382098958562016,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
581,False,"{'a': 0.55, 'e': 0.8838000000000128}",30,0,-29.58678950967745,"{0: 25, 1: 3, 2: 0, 3: 2, 4: 0}",0
582,False,"{'a': 0.55, 'e': 0.8836000000000128}",25,0,-37.697887275786336,"{0: 17, 1: 6, 2: 2, 3: 0, 4: 0}",0
583,False,"{'a': 0.55, 'e': 0.8834000000000128}",20,0,-178.44741754540433,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 3}",0
584,False,"{'a': 0.55, 'e': 0.8832000000000129}",20,0,-98.40857832502607,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
585,False,"{'a': 0.55, 'e': 0.8830000000000129}",20,0,-104.85267123239612,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
586,False,"{'a': 0.55, 'e': 0.8828000000000129}",20,0,-103.09298814866011,"{0: 11, 1: 0, 2: 8, 3: 0, 4: 1}",0
587,False,"{'a': 0.55, 'e': 0.8826000000000129}",20,0,-134.68623267665006,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
588,False,"{'a': 0.55, 'e': 0.882400000000013}",25,0,-109.54062635176356,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
589,False,"{'a': 0.55, 'e': 0.882200000000013}",20,0,-40.04668984225861,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
590,False,"{'a': 0.55, 'e': 0.882000000000013}",30,0,-205.01009188471957,"{0: 17, 1: 2, 2: 7, 3: 1, 4: 3}",0
591,False,"{'a': 0.55, 'e': 0.881800000000013}",30,0,-111.02129251137801,"{0: 21, 1: 5, 2: 1, 3: 1, 4: 2}",0
592,False,"{'a': 0.55, 'e': 0.881600000000013}",25,0,-102.73913117367076,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
593,False,"{'a': 0.55, 'e': 0.8814000000000131}",20,0,-82.33632630944354,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
594,False,"{'a': 0.55, 'e': 0.8812000000000131}",20,0,-10.064632075793199,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
595,False,"{'a': 0.55, 'e': 0.8810000000000131}",25,11,8.662480579662086,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
596,False,"{'a': 0.55, 'e': 0.8808000000000131}",30,0,-114.00943197918373,"{0: 19, 1: 2, 2: 5, 3: 4, 4: 0}",0
597,False,"{'a': 0.55, 'e': 0.8806000000000132}",25,0,-140.15471816950392,"{0: 13, 1: 2, 2: 8, 3: 1, 4: 1}",0
598,False,"{'a': 0.55, 'e': 0.8804000000000132}",25,0,-60.197601974067325,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
599,False,"{'a': 0.55, 'e': 0.8802000000000132}",20,0,-75.23236286054184,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
600,False,"{'a': 0.55, 'e': 0.8800000000000132}",20,9,-36.11096575527245,"{0: 6, 1: 0, 2: 5, 3: 0, 4: 0}",1
601,False,"{'a': 0.55, 'e': 0.8798000000000132}",25,6,-55.45131778002566,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 0}",1
602,False,"{'a': 0.55, 'e': 0.8796000000000133}",20,0,-126.47110790998104,"{0: 10, 1: 2, 2: 5, 3: 2, 4: 1}",0
603,False,"{'a': 0.55, 'e': 0.8794000000000133}",30,0,-190.38306245902373,"{0: 19, 1: 0, 2: 7, 3: 1, 4: 3}",0
604,False,"{'a': 0.55, 'e': 0.8792000000000133}",25,0,-41.973486554073965,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
605,False,"{'a': 0.55, 'e': 0.8790000000000133}",20,0,-114.00848862833605,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",1
606,False,"{'a': 0.55, 'e': 0.8788000000000133}",30,0,-149.0805824491143,"{0: 20, 1: 4, 2: 3, 3: 0, 4: 3}",1
607,False,"{'a': 0.55, 'e': 0.8786000000000134}",25,0,-175.09020927627822,"{0: 13, 1: 4, 2: 5, 3: 0, 4: 3}",0
608,False,"{'a': 0.55, 'e': 0.8784000000000134}",20,0,-30.748515112346375,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
609,False,"{'a': 0.55, 'e': 0.8782000000000134}",20,4,-1.4505959083260702,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
610,False,"{'a': 0.55, 'e': 0.8780000000000134}",20,10,-22.79149747413024,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
611,False,"{'a': 0.55, 'e': 0.8778000000000135}",30,0,-101.01869298778236,"{0: 18, 1: 3, 2: 7, 3: 2, 4: 0}",0
612,False,"{'a': 0.55, 'e': 0.8776000000000135}",20,0,-101.1418095584092,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
613,False,"{'a': 0.55, 'e': 0.8774000000000135}",25,0,-78.3788777315222,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
614,False,"{'a': 0.55, 'e': 0.8772000000000135}",20,0,-145.4246802022709,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
615,False,"{'a': 0.55, 'e': 0.8770000000000135}",20,7,-14.018623677516278,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
616,False,"{'a': 0.55, 'e': 0.8768000000000136}",25,0,-120.90737651916567,"{0: 13, 1: 3, 2: 8, 3: 0, 4: 1}",0
617,False,"{'a': 0.55, 'e': 0.8766000000000136}",35,0,-157.2172099901039,"{0: 24, 1: 2, 2: 5, 3: 2, 4: 2}",0
618,False,"{'a': 0.55, 'e': 0.8764000000000136}",25,15,4.8430446997398615,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
619,False,"{'a': 0.55, 'e': 0.8762000000000136}",30,0,-105.73124100418539,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
620,False,"{'a': 0.55, 'e': 0.8760000000000137}",30,0,-187.04034908085038,"{0: 18, 1: 2, 2: 6, 3: 1, 4: 3}",0
621,False,"{'a': 0.55, 'e': 0.8758000000000137}",30,7,-9.073173720990482,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 0}",1
622,False,"{'a': 0.55, 'e': 0.8756000000000137}",25,0,-81.27952304217747,"{0: 14, 1: 2, 2: 9, 3: 0, 4: 0}",0
623,False,"{'a': 0.55, 'e': 0.8754000000000137}",30,7,-223.05175667522462,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 5}",1
624,False,"{'a': 0.55, 'e': 0.8752000000000137}",20,0,-47.18681854112799,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
625,False,"{'a': 0.55, 'e': 0.8750000000000138}",25,13,-43.15816726491989,"{0: 7, 1: 1, 2: 3, 3: 1, 4: 0}",1
626,False,"{'a': 0.55, 'e': 0.8748000000000138}",25,0,-145.09040982097005,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
627,False,"{'a': 0.55, 'e': 0.8746000000000138}",35,0,-126.46116088303866,"{0: 21, 1: 6, 2: 5, 3: 2, 4: 1}",0
628,False,"{'a': 0.55, 'e': 0.8744000000000138}",30,0,-85.96810351798341,"{0: 21, 1: 1, 2: 5, 3: 3, 4: 0}",0
629,False,"{'a': 0.55, 'e': 0.8742000000000139}",25,0,-72.5025603191417,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
630,False,"{'a': 0.55, 'e': 0.8740000000000139}",25,0,-122.6584686050764,"{0: 16, 1: 2, 2: 3, 3: 3, 4: 1}",0
631,False,"{'a': 0.55, 'e': 0.8738000000000139}",25,0,-93.72609876830758,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 0}",0
632,False,"{'a': 0.55, 'e': 0.8736000000000139}",20,0,-115.69988574902406,"{0: 9, 1: 4, 2: 6, 3: 0, 4: 1}",0
633,False,"{'a': 0.55, 'e': 0.8734000000000139}",20,0,-29.496425296232058,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
634,False,"{'a': 0.55, 'e': 0.873200000000014}",25,0,-54.48479800426053,"{0: 18, 1: 0, 2: 6, 3: 1, 4: 0}",0
635,False,"{'a': 0.55, 'e': 0.873000000000014}",30,10,-41.6610253093606,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
636,False,"{'a': 0.55, 'e': 0.872800000000014}",20,0,-55.23412198354386,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
637,False,"{'a': 0.55, 'e': 0.872600000000014}",20,9,-32.66501080821688,"{0: 7, 1: 2, 2: 1, 3: 1, 4: 0}",1
638,False,"{'a': 0.55, 'e': 0.872400000000014}",30,0,-183.18379895128342,"{0: 17, 1: 1, 2: 8, 3: 2, 4: 2}",0
639,False,"{'a': 0.55, 'e': 0.8722000000000141}",20,9,-72.39811509429704,"{0: 6, 1: 1, 2: 2, 3: 1, 4: 1}",1
640,False,"{'a': 0.55, 'e': 0.8720000000000141}",30,0,-213.20460052943736,"{0: 16, 1: 4, 2: 5, 3: 2, 4: 3}",0
641,False,"{'a': 0.55, 'e': 0.8718000000000141}",20,0,-80.15593005088651,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
642,False,"{'a': 0.55, 'e': 0.8716000000000141}",35,0,-110.49264512976448,"{0: 24, 1: 2, 2: 7, 3: 1, 4: 1}",0
643,False,"{'a': 0.55, 'e': 0.8714000000000142}",20,0,-71.24897701143333,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
644,False,"{'a': 0.55, 'e': 0.8712000000000142}",30,0,-74.39871537063134,"{0: 20, 1: 2, 2: 7, 3: 1, 4: 0}",0
645,False,"{'a': 0.55, 'e': 0.8710000000000142}",20,0,-111.74311050977116,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
646,False,"{'a': 0.55, 'e': 0.8708000000000142}",20,0,-58.5152332474329,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
647,False,"{'a': 0.55, 'e': 0.8706000000000143}",25,0,-111.98903615829774,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
