trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2331,False,"{'a': 0.55, 'e': 0.5338000000000513}",20,0,-38.624559553958754,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
2332,False,"{'a': 0.55, 'e': 0.5336000000000514}",20,4,-5.001807481891454,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
2333,False,"{'a': 0.55, 'e': 0.5334000000000514}",20,0,-44.90258052509341,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
2334,False,"{'a': 0.55, 'e': 0.5332000000000514}",20,0,-20.199327728762388,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
2335,False,"{'a': 0.55, 'e': 0.5330000000000514}",20,0,-39.1200833957528,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
2336,False,"{'a': 0.55, 'e': 0.5328000000000515}",25,0,-76.88912741474184,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
2337,False,"{'a': 0.55, 'e': 0.5326000000000515}",25,11,-74.76624433628331,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
2338,False,"{'a': 0.55, 'e': 0.5324000000000515}",20,4,17.12781881926616,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
2339,False,"{'a': 0.55, 'e': 0.5322000000000515}",20,2,-68.85522201441933,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 1}",1
2340,False,"{'a': 0.55, 'e': 0.5320000000000515}",25,15,1.0832003956700564,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
2341,False,"{'a': 0.55, 'e': 0.5318000000000516}",20,5,17.28288922905994,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2342,False,"{'a': 0.55, 'e': 0.5316000000000516}",30,4,-1.4458698238882588,"{0: 24, 1: 0, 2: 0, 3: 2, 4: 0}",1
2343,False,"{'a': 0.55, 'e': 0.5314000000000516}",25,0,-142.95785067435548,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 3}",0
2344,False,"{'a': 0.55, 'e': 0.5312000000000516}",35,8,-38.972252349035685,"{0: 22, 1: 2, 2: 2, 3: 0, 4: 1}",1
2345,False,"{'a': 0.55, 'e': 0.5310000000000517}",25,3,-46.77594797828198,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 1}",1
2346,False,"{'a': 0.55, 'e': 0.5308000000000517}",30,0,-80.00915503211378,"{0: 22, 1: 1, 2: 4, 3: 3, 4: 0}",0
2347,False,"{'a': 0.55, 'e': 0.5306000000000517}",20,3,-34.77676197394841,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
2348,False,"{'a': 0.55, 'e': 0.5304000000000517}",30,16,-12.969143462207143,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
2349,False,"{'a': 0.55, 'e': 0.5302000000000517}",25,13,3.2068443272274965,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
2350,False,"{'a': 0.55, 'e': 0.5300000000000518}",35,15,-25.965422338742428,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
2351,False,"{'a': 0.55, 'e': 0.5298000000000518}",25,9,-60.56121906734839,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
2352,False,"{'a': 0.55, 'e': 0.5296000000000518}",20,7,-13.145155484739103,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
2353,False,"{'a': 0.55, 'e': 0.5294000000000518}",20,0,-25.32485180592487,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
2354,False,"{'a': 0.55, 'e': 0.5292000000000519}",20,1,-4.076656950360185,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
2355,False,"{'a': 0.55, 'e': 0.5290000000000519}",30,13,-35.45413374355603,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
2356,False,"{'a': 0.55, 'e': 0.5288000000000519}",25,0,-71.28511027223267,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
2357,False,"{'a': 0.55, 'e': 0.5286000000000519}",20,0,-51.556697058559905,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
2358,False,"{'a': 0.55, 'e': 0.5284000000000519}",30,0,-69.40317859466859,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
2359,False,"{'a': 0.55, 'e': 0.528200000000052}",25,15,6.74545830902653,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2360,False,"{'a': 0.55, 'e': 0.528000000000052}",20,14,-8.984464401836053,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
2361,False,"{'a': 0.55, 'e': 0.527800000000052}",20,6,13.026948241772624,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2362,False,"{'a': 0.55, 'e': 0.527600000000052}",20,7,-67.21921626483827,"{0: 8, 1: 2, 2: 1, 3: 1, 4: 1}",1
2363,False,"{'a': 0.55, 'e': 0.527400000000052}",25,4,-11.225982037587132,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 0}",1
2364,False,"{'a': 0.55, 'e': 0.5272000000000521}",25,13,-31.714275027716017,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
2365,False,"{'a': 0.55, 'e': 0.5270000000000521}",20,0,7.470792880860565,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
2366,False,"{'a': 0.55, 'e': 0.5268000000000521}",35,17,-39.73413160758596,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 1}",1
2367,False,"{'a': 0.55, 'e': 0.5266000000000521}",20,8,8.636924741428299,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2368,False,"{'a': 0.55, 'e': 0.5264000000000522}",20,0,-52.05333151875209,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
2369,False,"{'a': 0.55, 'e': 0.5262000000000522}",25,13,-26.32658260444461,"{0: 8, 1: 2, 2: 1, 3: 1, 4: 0}",1
2370,False,"{'a': 0.55, 'e': 0.5260000000000522}",20,4,-13.30773620021296,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
2371,False,"{'a': 0.55, 'e': 0.5258000000000522}",30,10,-44.96962059165487,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
2372,False,"{'a': 0.55, 'e': 0.5256000000000522}",30,14,-44.71014879526545,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
2373,False,"{'a': 0.55, 'e': 0.5254000000000523}",25,6,7.075607872035195,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
2374,False,"{'a': 0.55, 'e': 0.5252000000000523}",25,13,8.423892212341082,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2375,False,"{'a': 0.55, 'e': 0.5250000000000523}",20,12,8.374436314200564,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
2376,False,"{'a': 0.55, 'e': 0.5248000000000523}",25,0,-88.27933958822533,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
2377,False,"{'a': 0.55, 'e': 0.5246000000000524}",25,0,-18.472997090058538,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
2378,False,"{'a': 0.55, 'e': 0.5244000000000524}",20,0,-83.56885801346074,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
2379,False,"{'a': 0.55, 'e': 0.5242000000000524}",20,13,15.242064453951329,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2380,False,"{'a': 0.55, 'e': 0.5240000000000524}",25,0,-14.739160001227944,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
2381,False,"{'a': 0.55, 'e': 0.5238000000000524}",25,11,-9.955460022233364,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
2382,False,"{'a': 0.55, 'e': 0.5236000000000525}",25,0,-69.72186321691059,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
2383,False,"{'a': 0.55, 'e': 0.5234000000000525}",30,0,-62.022650571233584,"{0: 23, 1: 4, 2: 1, 3: 1, 4: 1}",0
2384,False,"{'a': 0.55, 'e': 0.5232000000000525}",20,0,-28.13595585614705,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
2385,False,"{'a': 0.55, 'e': 0.5230000000000525}",25,9,-31.68081095602443,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 0}",1
2386,False,"{'a': 0.55, 'e': 0.5228000000000526}",25,0,-44.32896831092926,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
2387,False,"{'a': 0.55, 'e': 0.5226000000000526}",25,0,-172.12619127507426,"{0: 17, 1: 2, 2: 1, 3: 1, 4: 4}",0
2388,False,"{'a': 0.55, 'e': 0.5224000000000526}",20,4,-29.806279618742387,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 0}",1
2389,False,"{'a': 0.55, 'e': 0.5222000000000526}",30,5,-62.52454637653762,"{0: 18, 1: 0, 2: 5, 3: 2, 4: 0}",1
2390,False,"{'a': 0.55, 'e': 0.5220000000000526}",20,13,-2.4717697819121587,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
2391,False,"{'a': 0.55, 'e': 0.5218000000000527}",25,9,16.38697622615587,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
2392,False,"{'a': 0.55, 'e': 0.5216000000000527}",30,12,8.01475209661452,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
2393,False,"{'a': 0.55, 'e': 0.5214000000000527}",25,0,-14.954595998466678,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
2394,False,"{'a': 0.55, 'e': 0.5212000000000527}",25,5,-104.91564140694229,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",1
2395,False,"{'a': 0.55, 'e': 0.5210000000000528}",20,15,10.368320235736913,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2396,False,"{'a': 0.55, 'e': 0.5208000000000528}",30,7,-26.719872764370315,"{0: 19, 1: 0, 2: 2, 3: 2, 4: 0}",1
2397,False,"{'a': 0.55, 'e': 0.5206000000000528}",25,17,1.6200718567987684,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2398,False,"{'a': 0.55, 'e': 0.5204000000000528}",25,0,-69.07767648146944,"{0: 18, 1: 0, 2: 5, 3: 2, 4: 0}",0
2399,False,"{'a': 0.55, 'e': 0.5202000000000528}",30,0,-11.932878442887223,"{0: 24, 1: 4, 2: 1, 3: 1, 4: 0}",1
2400,False,"{'a': 0.55, 'e': 0.5200000000000529}",20,0,-26.995215195173063,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
2401,False,"{'a': 0.55, 'e': 0.5198000000000529}",20,12,-7.335598067584735,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
2402,False,"{'a': 0.55, 'e': 0.5196000000000529}",30,0,-71.86100123421109,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 2}",0
2403,False,"{'a': 0.55, 'e': 0.5194000000000529}",25,3,-15.397338448071617,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 0}",1
2404,False,"{'a': 0.55, 'e': 0.519200000000053}",20,0,-30.12345860846041,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
2405,False,"{'a': 0.55, 'e': 0.519000000000053}",20,8,5.628271736172349,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2406,False,"{'a': 0.55, 'e': 0.518800000000053}",30,8,-13.846885127028454,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 0}",1
2407,False,"{'a': 0.55, 'e': 0.518600000000053}",25,3,-30.46148911252246,"{0: 18, 1: 3, 2: 0, 3: 0, 4: 1}",1
2408,False,"{'a': 0.55, 'e': 0.518400000000053}",30,0,-62.59683722511722,"{0: 23, 1: 3, 2: 2, 3: 1, 4: 1}",0
2409,False,"{'a': 0.55, 'e': 0.5182000000000531}",20,9,-31.587558990186693,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
2410,False,"{'a': 0.55, 'e': 0.5180000000000531}",30,2,17.07701490930849,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 0}",1
2411,False,"{'a': 0.55, 'e': 0.5178000000000531}",20,0,-143.5603823251926,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
2412,False,"{'a': 0.55, 'e': 0.5176000000000531}",30,0,-84.28198787578071,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
2413,False,"{'a': 0.55, 'e': 0.5174000000000532}",25,0,-12.244598025824047,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
2414,False,"{'a': 0.55, 'e': 0.5172000000000532}",20,0,-79.80264312832524,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
2415,False,"{'a': 0.55, 'e': 0.5170000000000532}",20,7,-75.64069567680305,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 2}",1
2416,False,"{'a': 0.55, 'e': 0.5168000000000532}",20,15,3.2159762445130653,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
2417,False,"{'a': 0.55, 'e': 0.5166000000000532}",20,0,-11.449694475267332,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
2418,False,"{'a': 0.55, 'e': 0.5164000000000533}",30,0,-23.788364349680087,"{0: 25, 1: 2, 2: 1, 3: 2, 4: 0}",0
2419,False,"{'a': 0.55, 'e': 0.5162000000000533}",25,0,-75.60391216117172,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
2420,False,"{'a': 0.55, 'e': 0.5160000000000533}",20,0,-69.22681785417359,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
2421,False,"{'a': 0.55, 'e': 0.5158000000000533}",25,11,-46.60274948851158,"{0: 9, 1: 0, 2: 4, 3: 1, 4: 0}",1
2422,False,"{'a': 0.55, 'e': 0.5156000000000533}",20,3,-33.438641383528115,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 0}",1
2423,False,"{'a': 0.55, 'e': 0.5154000000000534}",30,0,-131.87668011015904,"{0: 21, 1: 1, 2: 4, 3: 2, 4: 2}",0
2424,False,"{'a': 0.55, 'e': 0.5152000000000534}",20,3,-89.85238821810408,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 2}",1
2425,False,"{'a': 0.55, 'e': 0.5150000000000534}",25,10,13.539051284306085,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2426,False,"{'a': 0.55, 'e': 0.5148000000000534}",25,3,-89.16152490613402,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 2}",1
2427,False,"{'a': 0.55, 'e': 0.5146000000000535}",20,4,-75.698561879227,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 2}",1
2428,False,"{'a': 0.55, 'e': 0.5144000000000535}",20,13,9.134924897202044,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
2429,False,"{'a': 0.55, 'e': 0.5142000000000535}",25,3,-94.25118442520112,"{0: 13, 1: 1, 2: 7, 3: 0, 4: 1}",1
2430,False,"{'a': 0.55, 'e': 0.5140000000000535}",20,0,-61.61848466075764,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
2431,False,"{'a': 0.55, 'e': 0.5138000000000535}",25,0,-111.23989009277257,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
2432,False,"{'a': 0.55, 'e': 0.5136000000000536}",20,0,-3.0658583587823958,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
2433,False,"{'a': 0.55, 'e': 0.5134000000000536}",20,0,-59.19156806450775,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
2434,False,"{'a': 0.55, 'e': 0.5132000000000536}",25,0,3.9839302432870163,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
2435,False,"{'a': 0.55, 'e': 0.5130000000000536}",25,0,-29.513246122882485,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
2436,False,"{'a': 0.55, 'e': 0.5128000000000537}",25,0,-32.037727451053016,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 1}",0
2437,False,"{'a': 0.55, 'e': 0.5126000000000537}",35,6,-1.3691648086578065,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 0}",1
2438,False,"{'a': 0.55, 'e': 0.5124000000000537}",20,14,10.894246604077141,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2439,False,"{'a': 0.55, 'e': 0.5122000000000537}",25,0,-118.62989100149227,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
2440,False,"{'a': 0.55, 'e': 0.5120000000000537}",20,0,-44.981390613981254,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
2441,False,"{'a': 0.55, 'e': 0.5118000000000538}",20,2,-16.716385159528297,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
2442,False,"{'a': 0.55, 'e': 0.5116000000000538}",25,0,-16.439116678944853,"{0: 22, 1: 1, 2: 0, 3: 2, 4: 0}",0
2443,False,"{'a': 0.55, 'e': 0.5114000000000538}",20,11,15.834949503281214,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2444,False,"{'a': 0.55, 'e': 0.5112000000000538}",20,11,14.537729178257463,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2445,False,"{'a': 0.55, 'e': 0.5110000000000539}",25,0,2.4029717471083183,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
2446,False,"{'a': 0.55, 'e': 0.5108000000000539}",20,2,-25.030395485147196,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
2447,False,"{'a': 0.55, 'e': 0.5106000000000539}",20,0,-36.27044995625163,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
2448,False,"{'a': 0.55, 'e': 0.5104000000000539}",30,23,12.149863950454021,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2449,False,"{'a': 0.55, 'e': 0.5102000000000539}",30,14,-32.279871890584346,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 0}",1
2450,False,"{'a': 0.55, 'e': 0.510000000000054}",20,1,-42.338131188504235,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 1}",1
2451,False,"{'a': 0.55, 'e': 0.509800000000054}",25,13,-5.533221293396977,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
2452,False,"{'a': 0.55, 'e': 0.509600000000054}",20,10,-76.10553323436058,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 2}",1
2453,False,"{'a': 0.55, 'e': 0.509400000000054}",20,0,-37.231184446190724,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
2454,False,"{'a': 0.55, 'e': 0.509200000000054}",20,0,-11.998423888170453,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
2455,False,"{'a': 0.55, 'e': 0.5090000000000541}",20,0,-104.65830783620292,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
2456,False,"{'a': 0.55, 'e': 0.5088000000000541}",20,0,-31.467422074522517,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
2457,False,"{'a': 0.55, 'e': 0.5086000000000541}",20,4,-22.747847716167737,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
2458,False,"{'a': 0.55, 'e': 0.5084000000000541}",20,6,-66.48568527759076,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
2459,False,"{'a': 0.55, 'e': 0.5082000000000542}",20,0,-17.57776177569546,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
2460,False,"{'a': 0.55, 'e': 0.5080000000000542}",25,0,-83.99881958738334,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
2461,False,"{'a': 0.55, 'e': 0.5078000000000542}",25,15,19.369643602661068,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2462,False,"{'a': 0.55, 'e': 0.5076000000000542}",25,8,-67.13092123771469,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 1}",1
2463,False,"{'a': 0.55, 'e': 0.5074000000000543}",25,18,-9.392280295978365,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
2464,False,"{'a': 0.55, 'e': 0.5072000000000543}",30,13,-13.23026125470258,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 0}",1
2465,False,"{'a': 0.55, 'e': 0.5070000000000543}",25,0,-44.431085035963456,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
2466,False,"{'a': 0.55, 'e': 0.5068000000000543}",25,14,10.25622047919979,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2467,False,"{'a': 0.55, 'e': 0.5066000000000543}",20,0,-12.727457819627947,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
2468,False,"{'a': 0.55, 'e': 0.5064000000000544}",25,13,-52.53712454195925,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
2469,False,"{'a': 0.55, 'e': 0.5062000000000544}",25,7,0.3552328961693094,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
2470,False,"{'a': 0.55, 'e': 0.5060000000000544}",25,5,10.780092801011946,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
2471,False,"{'a': 0.55, 'e': 0.5058000000000544}",25,10,-21.715034197454955,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
2472,False,"{'a': 0.55, 'e': 0.5056000000000545}",20,10,9.579481378037496,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
2473,False,"{'a': 0.55, 'e': 0.5054000000000545}",25,0,-30.96548766086014,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
2474,False,"{'a': 0.55, 'e': 0.5052000000000545}",25,12,-58.421242644745455,"{0: 7, 1: 1, 2: 3, 3: 2, 4: 0}",1
2475,False,"{'a': 0.55, 'e': 0.5050000000000545}",20,0,-50.80250083686808,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
2476,False,"{'a': 0.55, 'e': 0.5048000000000545}",20,0,-15.029211740131615,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
2477,False,"{'a': 0.55, 'e': 0.5046000000000546}",20,3,-6.90152957047016,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
2478,False,"{'a': 0.55, 'e': 0.5044000000000546}",30,16,13.46769721628464,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
2479,False,"{'a': 0.55, 'e': 0.5042000000000546}",25,0,-11.083065841049411,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
2480,False,"{'a': 0.55, 'e': 0.5040000000000546}",30,0,-97.35822931304949,"{0: 23, 1: 1, 2: 2, 3: 3, 4: 1}",0
2481,False,"{'a': 0.55, 'e': 0.5038000000000546}",20,14,14.153232331859265,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2482,False,"{'a': 0.55, 'e': 0.5036000000000547}",25,13,1.2373027259691456,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
2483,False,"{'a': 0.55, 'e': 0.5034000000000547}",20,4,-30.326563726413212,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 0}",1
2484,False,"{'a': 0.55, 'e': 0.5032000000000547}",30,0,-47.41212783734497,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
2485,False,"{'a': 0.55, 'e': 0.5030000000000547}",25,15,-15.196452416963936,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
2486,False,"{'a': 0.55, 'e': 0.5028000000000548}",20,0,-45.27926343733027,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
2487,False,"{'a': 0.55, 'e': 0.5026000000000548}",20,0,-36.755897985423545,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
2488,False,"{'a': 0.55, 'e': 0.5024000000000548}",20,5,-46.70918467191524,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
2489,False,"{'a': 0.55, 'e': 0.5022000000000548}",20,11,-47.65338479874772,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
2490,False,"{'a': 0.55, 'e': 0.5020000000000548}",35,13,-36.0242043641081,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 0}",1
2491,False,"{'a': 0.55, 'e': 0.5018000000000549}",25,20,7.883913654314972,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2492,False,"{'a': 0.55, 'e': 0.5016000000000549}",20,6,11.032564795666604,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2493,False,"{'a': 0.55, 'e': 0.5014000000000549}",30,0,-12.641758207256107,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
2494,False,"{'a': 0.55, 'e': 0.5012000000000549}",20,0,-68.766156432603,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
2495,False,"{'a': 0.55, 'e': 0.501000000000055}",20,0,-80.45123120101196,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",1
2496,False,"{'a': 0.55, 'e': 0.500800000000055}",20,13,12.720510562632734,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2497,False,"{'a': 0.55, 'e': 0.500600000000055}",25,17,14.788446447153024,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2498,False,"{'a': 0.55, 'e': 0.500400000000055}",30,19,3.478898876353952,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
2499,False,"{'a': 0.55, 'e': 0.500200000000055}",20,0,-17.225775277089504,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
2500,False,"{'a': 0.55, 'e': 0.5000000000000551}",25,0,-33.75090189969775,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
2501,False,"{'a': 0.55, 'e': 0.4998000000000551}",35,11,-23.978682336102896,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 1}",1
2502,False,"{'a': 0.55, 'e': 0.4996000000000551}",20,8,-101.34051242951374,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 2}",1
2503,False,"{'a': 0.55, 'e': 0.49940000000005513}",20,11,3.6755634309096754,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
2504,False,"{'a': 0.55, 'e': 0.49920000000005516}",30,8,3.9006160354668515,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
2505,False,"{'a': 0.55, 'e': 0.4990000000000552}",20,5,13.451317255269206,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2506,False,"{'a': 0.55, 'e': 0.4988000000000552}",20,11,-1.731003015098756,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
2507,False,"{'a': 0.55, 'e': 0.4986000000000552}",20,0,-9.301808569091293,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
2508,False,"{'a': 0.55, 'e': 0.49840000000005524}",25,14,-13.717466159707552,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
2509,False,"{'a': 0.55, 'e': 0.49820000000005527}",20,10,-37.494585364008444,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
2510,False,"{'a': 0.55, 'e': 0.4980000000000553}",25,0,21.6925878883688,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
2511,False,"{'a': 0.55, 'e': 0.4978000000000553}",20,7,15.019550017103072,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
2512,False,"{'a': 0.55, 'e': 0.49760000000005533}",25,12,11.596044338552666,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
